16010300|"['DEODORO,MAL|EDI:MULT SHOP - 246; CENTRO - 16010301; ARACATUBA - SP - (2984)', 'VIVO1', 'METALICO', '13', '1', '1', '0']"|DISPONIBILIDADE DE 21MB A 50MB
16015500|['BERNARDINO DE CAMPOS - 785; VILA BANDEIRANTES - 16015500; ARACATUBA - SP - (1759)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010080|['GLICERIO,GAL - 369; CENTRO - 16010080; ARACATUBA - SP - (4472)', 'VIVO1', 'METALICO', '14', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
16010290|['OSORIO,GAL - 310; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010090|['BANDEIRANTES - 705; CENTRO - 16010090; ARACATUBA - SP - (1600)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015110|"['MENDONCA,MAJ|EDI:MAJOR MENDONCA-CDOE_104_3-AND 9 AO 12 - 393; VILA MENDONCA - 16015110; ARACATUBA - SP - (7080)', 'VIVO1', 'GPON', '1', '1', '1', '1']"|DISPONIBILIDADE TOTAL
16015270|['ANTONIO AFONSO DE TOLEDO - 152; JARDIM SUMARE - 16015270; ARACATUBA - SP - (5207)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16072125|['BOLIVIA - 70; VILA INDUSTRIAL - 16072125; ARACATUBA - SP - (1813)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010340|['SILVA JARDIM - 115; CENTRO - 16010340; ARACATUBA - SP - (10065)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16072125|['BOLIVIA - 233; VILA INDUSTRIAL - 16072125; ARACATUBA - SP - (1813)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16016000|['BAGUACU - 2254; ALVORADA - 16016000; ARACATUBA - SP - (1554)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015520|['CAXIAS,DQ - 788; VILA BANDEIRANTES - 16015520; ARACATUBA - SP - (2291)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010380|['JOSE BONIFACIO - 392; CENTRO - 16010380; ARACATUBA - SP - (5770)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010380|['JOSE BONIFACIO - 51; CENTRO - 16010380; ARACATUBA - SP - (5770)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010000|['O campo Nº Imóvel é de preenchimento obrigatório.']|
16010250|['ISABEL,PRSA - 74; CENTRO - 16010250; ARACATUBA - SP - (5029)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16071140|['MONTE CARLO - 164; MONTE CARLO - 16071140; ARACATUBA - SP - (7161)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010320|['LUIZ PEREIRA BARRETO - 32; CENTRO - 16010320; ARACATUBA - SP - (6530)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010380|['JOSE BONIFACIO - 414; CENTRO - 16010380; ARACATUBA - SP - (5770)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020000|['ANTONIO MARTINS - 305; VILA ESTADIO - 16020000; ARACATUBA - SP - (981)', 'VIVO1', 'METALICO', '25', '1', '0', '0']|SEM DISPONIBILIDADE
16025090|['EUCLIDES DA CUNHA - 1000; BAIRRO DAS BANDEIRAS - 16025090; ARACATUBA - SP - (3816)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010530|['JOSE PEDRO DOS SANTOS - 391; CENTRO - 16010530; ARACATUBA - SP - (5967)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015400|['DOMINGOS JORGE VELHO - 235; VILA SAO PAULO - 16015400; ARACATUBA - SP - (3360)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025010|['BRASIL - 312; SAO JOAO - 16025010; ARACATUBA - SP - (1856)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015080|['ESTADOS - 356; VILA MENDONCA - 16015080; ARACATUBA - SP - (3760)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 175; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010080|['GLICERIO,GAL - 494; CENTRO - 16010080; ARACATUBA - SP - (4472)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025105|['COELHO NETO - 1169; BAIRRO DAS BANDEIRAS - 16025105; ARACATUBA - SP - (2631)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010490|['HERMILIO MAGALHAES - 261; CENTRO - 16010490; ARACATUBA - SP - (3646)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018090|['MEM DE SA - 492; JARDIM NOVA YORQUE - 16018090; ARACATUBA - SP - (7072)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010080|['GLICERIO,GAL - 436; CENTRO - 16010080; ARACATUBA - SP - (4472)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010490|['HERMILIO MAGALHAES - 103; CENTRO - 16010490; ARACATUBA - SP - (3646)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025015|['CHILE - 203; SAO JOAO - 16025015; ARACATUBA - SP - (2372)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
16015090|['HUMAITA - 966; VILA MENDONCA - 16015090; ARACATUBA - SP - (4847)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015510|['TORRES HOMEM - 966; VILA BANDEIRANTES - 16015510; ARACATUBA - SP - (10413)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015270|['ANTONIO AFONSO DE TOLEDO - 826; JARDIM SUMARE - 16015270; ARACATUBA - SP - (5207)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010320|['LUIZ PEREIRA BARRETO - 408; CENTRO - 16010320; ARACATUBA - SP - (6530)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018230|['CATANDUVA - 1191; JARDIM NOVA YORQUE - 16018230; ARACATUBA - SP - (2267)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020180|['ITAPURA - 62; MORUMBI - 16020180; ARACATUBA - SP - (5061)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025010|['BRASIL - 461; SAO JOAO - 16025010; ARACATUBA - SP - (1856)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025010|['BRASIL - 68; SAO JOAO - 16025010; ARACATUBA - SP - (1856)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010713|['CARLOS GOMES - 732; HIGIENOPOLIS - 16010713; ARACATUBA - SP - (2178)', 'VIVO1', 'METALICO', '18', '1', '0', '0']|SEM DISPONIBILIDADE
16071260|['JONAS DA MATA - 135; CASA NOVA - 16071260; ARACATUBA - SP - (5665)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018080|"['JOSE G M DE OLIVEIRA|EDI:RESIDENCIAL CENTRAL PARK - 40; JARDIM NOVA YORQUE - 16018080; ARACATUBA - SP - (5924)', 'VIVO1', 'METALICO', '69', '1', '0', '0']"|SEM DISPONIBILIDADE
16010320|['LUIZ PEREIRA BARRETO - 235; CENTRO - 16010320; ARACATUBA - SP - (6530)', 'VIVO1', 'METALICO', '26', '1', '0', '0']|SEM DISPONIBILIDADE
16020180|['ITAPURA - 21; MORUMBI - 16020180; ARACATUBA - SP - (5061)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015380|['ROMA,PE - 357; VILA SANTO ANTONIO - 16015380; ARACATUBA - SP - (9130)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16072000|['TIBIRICA - 479; VILA INDUSTRIAL - 16072000; ARACATUBA - SP - (10308)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16016090|['CRISPINIANO,CONS - 377; ALVORADA - 16016090; ARACATUBA - SP - (2755)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010090|['BANDEIRANTES - 210; CENTRO - 16010090; ARACATUBA - SP - (1600)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 229; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025330|['PIRAJA - 456; VILA NOVA - 16025330; ARACATUBA - SP - (8516)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010320|['LUIZ PEREIRA BARRETO - 402; CENTRO - 16010320; ARACATUBA - SP - (6530)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010380|['JOSE BONIFACIO - 39; CENTRO - 16010380; ARACATUBA - SP - (5770)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018487|['PEDRO AMERICO - 322; JARDIM NOVA YORQUE - 16018487; ARACATUBA - SP - (8257)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025400|['JULIO STREICHER - 66; JARDIM DO PRADO - 16025400; ARACATUBA - SP - (6130)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 147; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018090|['MEM DE SA - 1050; JARDIM NOVA YORQUE - 16018090; ARACATUBA - SP - (7072)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015090|['CEP não cadastrado na base de endereços do sistema.']|
16010510|['MARTINS FONTES,DR - 130; CENTRO - 16010510; ARACATUBA - SP - (7005)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010240|['TIRADENTES - 210; CENTRO - 16010240; ARACATUBA - SP - (10332)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020360|['SARJOB MENDES - 244; ICARAY - 16020360; ARACATUBA - SP - (9393)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018410|['EDGAR JARDIM BASTOS - 292; JARDIM NOVA YORQUE - 16018410; ARACATUBA - SP - (3565)', 'VIVO1', 'METALICO', '31', '0', '0', '0']|SEM DISPONIBILIDADE
16010090|"[""BANDEIRANTES|EDI:CORTINA D'AMPEZZO - 434; CENTRO - 16010090; ARACATUBA - SP - (1600)"", 'VIVO1', 'METALICO', '28', '1', '0', '0']"|SEM DISPONIBILIDADE
16010490|"['HERMILIO MAGALHAES|EDI:ITAPUA_CDOE_121_8-ANDAR 7 AO CM - 68; CENTRO - 16010490; ARACATUBA - SP - (3646)', 'VIVO1', 'GPON', '1', '1', '1', '1']"|DISPONIBILIDADE TOTAL
16018300|['GRACA ARANHA - 1451; JARDIM NOVA YORQUE - 16018300; ARACATUBA - SP - (4537)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018320|['PEDRO FERRARI - 53; JARDIM NOVA YORQUE - 16018320; ARACATUBA - SP - (12122)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025010|['BRASIL - 6; SAO JOAO - 16025010; ARACATUBA - SP - (1856)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018070|['FABRICIANO JUNCAL - 245; JARDIM NOVA YORQUE - 16018070; ARACATUBA - SP - (3921)', 'VIVO1', 'METALICO', '15', '0', '0', '0']|SEM DISPONIBILIDADE
16015430|['NESTOR MOREIRA - 128; VILA SAO PAULO - 16015430; ARACATUBA - SP - (7447)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018250|['PAULISTA - 150; JARDIM NOVA YORQUE - 16018250; ARACATUBA - SP - (8214)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010340|['SILVA JARDIM - 366; CENTRO - 16010340; ARACATUBA - SP - (10065)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015100|['AQUIDABAN - 528; VILA MENDONCA - 16015100; ARACATUBA - SP - (1104)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015245|"['CUSSY DE ALMEIDA JUNIOR|EDI:1|EDV:1 - 187; JARDIM SUMARE - 16015245; ARACATUBA - SP - (2828)', 'VIVO1', 'METALICO', '20', '1', '0', '0']"|SEM DISPONIBILIDADE
16010090|['BANDEIRANTES - 685; CENTRO - 16010090; ARACATUBA - SP - (1600)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018300|['GRACA ARANHA - 1229; JARDIM NOVA YORQUE - 16018300; ARACATUBA - SP - (4537)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015245|['CUSSY DE ALMEIDA JUNIOR - 72; JARDIM SUMARE - 16015245; ARACATUBA - SP - (2828)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018120|['JORDANO GOTTARDI - 482; JARDIM NOVA YORQUE - 16018120; ARACATUBA - SP - (5673)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010240|['TIRADENTES - 79; CENTRO - 16010240; ARACATUBA - SP - (10332)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018015|"['RIO GRANDE DO SUL|EDI:RESIDENCIAL PORTINARI - 150; JARDIM NOVA YORQUE - 16018015; ARACATUBA - SP - (9075)', 'VIVO1', 'METALICO', '15', '1', '0', '0']"|SEM DISPONIBILIDADE
16010240|['TIRADENTES - 347; CENTRO - 16010240; ARACATUBA - SP - (10332)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015280|['MARCOS,S - 218; JARDIM SUMARE - 16015280; ARACATUBA - SP - (6890)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['O campo Nº Imóvel é de preenchimento obrigatório.']|
16018230|['CATANDUVA - 496; JARDIM NOVA YORQUE - 16018230; ARACATUBA - SP - (2267)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025300|['AMERICA DO SUL - 654; VILA CARVALHO - 16025300; ARACATUBA - SP - (663)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015275|['AMAZONAS - 1158; JARDIM SUMARE - 16015275; ARACATUBA - SP - (639)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018420|['ROSARIO,N S - 233; JARDIM NOVA YORQUE - 16018420; ARACATUBA - SP - (7528)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16016005|['ALVORADA - 657; ALVORADA - 16016005; ARACATUBA - SP - (590)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015040|['AFONSO PENA - 928; VILA MENDONCA - 16015040; ARACATUBA - SP - (272)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 323; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010250|['ISABEL,PRSA - 60; CENTRO - 16010250; ARACATUBA - SP - (5029)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015245|['CUSSY DE ALMEIDA JUNIOR - 114; JARDIM SUMARE - 16015245; ARACATUBA - SP - (2828)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16071010|['DOMINGOS MUNGO - 223; JARDIM AMERICA - 16071010; ARACATUBA - SP - (3379)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010650|['FELICISSIMO M PRADA,FREI - 34; HIGIENOPOLIS - 16010650; ARACATUBA - SP - (3964)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16072000|['TIBIRICA - 15; VILA INDUSTRIAL - 16072000; ARACATUBA - SP - (10308)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010285|['ARACAS - 2201; CENTRO - 16010285; ARACATUBA - SP - (12815)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015590|['FELIPE CAMARAO - 310; VILA SANTA MARIA - 16015590; ARACATUBA - SP - (3972)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010080|['GLICERIO,GAL - 529; CENTRO - 16010080; ARACATUBA - SP - (4472)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015520|['CAXIAS,DQ - 1257; VILA BANDEIRANTES - 16015520; ARACATUBA - SP - (2291)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025503|['OTACILIO VENANCIO CARVALHO - 306; ICARAY - 16020480; ARACATUBA - SP - (7978)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025010|['BRASIL - 410; SAO JOAO - 16025010; ARACATUBA - SP - (1856)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015080|['ESTADOS - 671; VILA MENDONCA - 16015080; ARACATUBA - SP - (3760)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010320|['LUIZ PEREIRA BARRETO - 522; CENTRO - 16010320; ARACATUBA - SP - (6530)', 'VIVO1', 'METALICO', '14', '1', '0', '0']|SEM DISPONIBILIDADE
16010000|['RUI BARBOSA - 72; CENTRO - 16010000; ARACATUBA - SP - (9288)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16071040|['ALMIR RODRIGUES BENTO - 295; JARDIM AMERICA - 16071040; ARACATUBA - SP - (507)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010320|['LUIZ PEREIRA BARRETO - 259; CENTRO - 16010320; ARACATUBA - SP - (6530)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16016090|['CRISPINIANO,CONS - 623; ALVORADA - 16016090; ARACATUBA - SP - (2755)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018320|['PEDRO FERRARI - 140; JARDIM NOVA YORQUE - 16018320; ARACATUBA - SP - (12122)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025295|['AGUAPEI - 1130; VILA CARVALHO - 16025295; ARACATUBA - SP - (337)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018305|['IPIRANGA - 436; JARDIM NOVA YORQUE - 16018305; ARACATUBA - SP - (4995)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020365|['SUMA ITINOSE - 856; ICARAY - 16020365; ARACATUBA - SP - (10162)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015270|['ANTONIO AFONSO DE TOLEDO - 595; JARDIM SUMARE - 16015270; ARACATUBA - SP - (5207)', 'VIVO1', 'METALICO', '65', '1', '0', '0']|SEM DISPONIBILIDADE
16010490|['CEP não cadastrado na base de endereços do sistema.']|
16015270|['ANTONIO AFONSO DE TOLEDO - 1080; JARDIM SUMARE - 16015270; ARACATUBA - SP - (5207)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010380|['JOSE BONIFACIO - 114; CENTRO - 16010380; ARACATUBA - SP - (5770)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025320|['PERU - 667; VILA NOVA - 16025320; ARACATUBA - SP - (8443)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010320|['LUIZ PEREIRA BARRETO - 498; CENTRO - 16010320; ARACATUBA - SP - (6530)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018310|['JOSE DO PATROCINIO - 777; JARDIM NOVA YORQUE - 16018310; ARACATUBA - SP - (5860)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020180|['ITAPURA - 255; MORUMBI - 16020180; ARACATUBA - SP - (5061)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010240|['TIRADENTES - 226; CENTRO - 16010240; ARACATUBA - SP - (10332)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 107; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16071045|['GUATEMALA - 231; JARDIM AMERICA - 16071045; ARACATUBA - SP - (4642)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 260; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'METALICO', '40', '1', '0', '0']|SEM DISPONIBILIDADE
16025010|['BRASIL - 370; SAO JOAO - 16025010; ARACATUBA - SP - (1856)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015270|['ANTONIO AFONSO DE TOLEDO - 11; JARDIM SUMARE - 16015270; ARACATUBA - SP - (5207)', 'VIVO1', 'METALICO', '70', '1', '0', '0']|SEM DISPONIBILIDADE
16015340|['AVANHANDAVA - 258; VILA SANTO ANTONIO - 16015340; ARACATUBA - SP - (1414)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018483|['VITOR MEIRELES - 450; JARDIM NOVA YORQUE - 16018483; ARACATUBA - SP - (11134)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020365|['SUMA ITINOSE - 596; ICARAY - 16020365; ARACATUBA - SP - (10162)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020490|['ICARAI - 152; ICARAY - 16020490; ARACATUBA - SP - (4910)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010530|['JOSE PEDRO DOS SANTOS - 359; CENTRO - 16010530; ARACATUBA - SP - (5967)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 53; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010540|['FEIJO,REG - 97; CENTRO - 16010540; ARACATUBA - SP - (3956)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010290|['OSORIO,GAL - 26; CENTRO - 16010290; ARACATUBA - SP - (7919)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010090|['BANDEIRANTES - 449; CENTRO - 16010090; ARACATUBA - SP - (1600)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018303|['CAIGANGS - 278; JARDIM NOVA YORQUE - 16018303; ARACATUBA - SP - (2046)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020140|['NEMER ELIAS FRAHIA - 34; MORUMBI - 16020140; ARACATUBA - SP - (7420)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018330|"['CAPISTRANO DE ABREU|TOR:PLAZZA NANOIVA_CDOE_75_1-AND 10 AO 11 - 1; JARDIM NOVA YORQUE - 16018330; ARACATUBA - SP - (2747)', 'VIVO1', 'GPON', '1', '1', '1', '1']"|DISPONIBILIDADE TOTAL
16015245|['CUSSY DE ALMEIDA JUNIOR - 371; JARDIM SUMARE - 16015245; ARACATUBA - SP - (2828)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018030|['JOAO CRUZ E SOUZA - 896; JARDIM NOVA YORQUE - 16018030; ARACATUBA - SP - (5290)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16020377|['ZICO SEABRA,MTO - 865; ICARAY - 16020377; ARACATUBA - SP - (11304)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
16020390|['ANTONIO PAVAN - 50; ICARAY - 16020390; ARACATUBA - SP - (1015)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015040|['AFONSO PENA - 1280; VILA MENDONCA - 16015040; ARACATUBA - SP - (272)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16071260|['JONAS DA MATA - 78; CASA NOVA - 16071260; ARACATUBA - SP - (5665)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015485|['CHIQUITA FERNANDES,PROFA - 366; VILA BANDEIRANTES - 16015485; ARACATUBA - SP - (2402)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015520|['CAXIAS,DQ - 1068; VILA BANDEIRANTES - 16015520; ARACATUBA - SP - (2291)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16015150|['RIO DE JANEIRO - 446; VILA MENDONCA - 16015150; ARACATUBA - SP - (9059)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16018255|['O campo Nº Imóvel é de preenchimento obrigatório.']|
16025295|['AGUAPEI - 1110; VILA CARVALHO - 16025295; ARACATUBA - SP - (337)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16025010|['BRASIL - 347; SAO JOAO - 16025010; ARACATUBA - SP - (1856)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
16010680|['LUIZ ANTONIO,BRIG - 122; HIGIENOPOLIS - 16010680; ARACATUBA - SP - (6459)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
